Name,Team,Name,WAR,NameASCII,PlayerId,MLBAMID
"Jesmuel Valentín","PHI","Jesmuel Valentín",-0.44092617134454787,"Jesmuel Valentin",14548,621044
"Logan Watkins","CHC","Logan Watkins",-0.4419637632935219,"Logan Watkins",4875,543894
"Jhonkensy Noel","CLE","Jhonkensy Noel",-0.4427191042242242,"Jhonkensy Noel",24257,678877
"Andy Parrino","- - -","Andy Parrino",-0.44278590690638525,"Andy Parrino",3972,519107
"Brian Barden","- - -","Brian Barden",-0.44369377564448026,"Brian Barden",4429,449471
"Chris Heintz","MIN","Chris Heintz",-0.4455825605724155,"Chris Heintz",2307,425863
"Bryan Ramos","CHW","Bryan Ramos",-0.4462527499297427,"Bryan Ramos",25621,682868
"Coco Montes","- - -","Coco Montes",-0.4470561522867362,"Coco Montes",21547,663796
"Jeff Francis","- - -","Jeff Francis",-0.4478507605332456,"Jeff Francis",4684,433585
"Xavier Scruggs","- - -","Xavier Scruggs",-0.44810372294981815,"Xavier Scruggs",7409,489305
"Freddy Peralta","MIL","Freddy Peralta",-0.44935269909849374,"Freddy Peralta",18679,642547
"Nick Williams","- - -","Nick Williams",-0.45240058476774103,"Nick Williams",14330,608384
"Denzer Guzman","LAA","Denzer Guzman",-0.4528190662830147,"Denzer Guzman",28816,694203
"Zoilo Almonte","NYY","Zoilo Almonte",-0.4531828270145781,"Zoilo Almonte",6732,501660
"Micah Johnson","- - -","Micah Johnson",-0.45424155498053004,"Micah Johnson",13809,608672
"Drew Romo","COL","Drew Romo",-0.45656098930322075,"Drew Romo",27763,691011
"Kyle Hudson","BAL","Kyle Hudson",-0.45882137112173343,"Kyle Hudson",3658,543340
"Robert Hassell III","WSN","Robert Hassell III",-0.45914826681482224,"Robert Hassell III",27482,690987
"José Godoy","- - -","José Godoy",-0.4596953176337889,"Jose Godoy",15808,608422
"Eric Bruntlett","- - -","Eric Bruntlett",-0.46271147427252934,"Eric Bruntlett",1753,429731
"Luken Baker","STL","Luken Baker",-0.46284288431929016,"Luken Baker",21497,663609
"Pedro León","HOU","Pedro León",-0.4638247773334058,"Pedro Leon",27781,694175
"Tyler Anderson","- - -","Tyler Anderson",-0.4668472824256189,"Tyler Anderson",12880,542881
"Brock Peterson","STL","Brock Peterson",-0.4680117941920029,"Brock Peterson",4984,453857
"Odrisamer Despaigne","- - -","Odrisamer Despaigne",-0.46843393508702225,"Odrisamer Despaigne",16017,628333
"Joey Lucchesi","- - -","Joey Lucchesi",-0.4689718278199353,"Joey Lucchesi",19320,664192
"Braxton Fulford","COL","Braxton Fulford",-0.4698023769451495,"Braxton Fulford",29704,690924
"Chris Volstad","- - -","Chris Volstad",-0.4706728556634765,"Chris Volstad",9901,458690
"Tommy Field","- - -","Tommy Field",-0.4711632583390202,"Tommy Field",6262,474494
"Peyton Burdick","MIA","Peyton Burdick",-0.47253870092957506,"Peyton Burdick",25459,680814
"Ian Snell","- - -","Ian Snell",-0.47254879028565444,"Ian Snell",2227,430636
"Jeff Clement","- - -","Jeff Clement",-0.47264360527206023,"Jeff Clement",4652,459943
"Julio Lugo","- - -","Julio Lugo",-0.47278658846487764,"Julio Lugo",565,150061
"Arismendy Alcántara","- - -","Arismendy Alcántara",-0.4732673412638363,"Arismendy Alcantara",10711,570489
"Pedro Lopez","CIN","Pedro Lopez",-0.47371226478726725,"Pedro Lopez",3207,434601
"Joseph Odom","- - -","Joseph Odom",-0.47449073186938645,"Joseph Odom",15535,641929
"Chad Gaudin","- - -","Chad Gaudin",-0.4751190297958544,"Chad Gaudin",1783,429985
"Todd Wellemeyer","- - -","Todd Wellemeyer",-0.4754793063189948,"Todd Wellemeyer",1709,425487
"Trevor Cahill","- - -","Trevor Cahill",-0.47599719457716727,"Trevor Cahill",6249,502239
"Taylor Featherston","- - -","Taylor Featherston",-0.4761228268794421,"Taylor Featherston",12590,605227
"Zach Reks","- - -","Zach Reks",-0.47679701916963557,"Zach Reks",19667,676646
"Nick Green","- - -","Nick Green",-0.47785804971334783,"Nick Green",1502,407797
"Colin Curtis","NYY","Colin Curtis",-0.47941699556917494,"Colin Curtis",6288,453298
"Tim Lincecum","- - -","Tim Lincecum",-0.4805698025591649,"Tim Lincecum",5705,453311
"Kevin Frandsen","- - -","Kevin Frandsen",-0.4820098512545364,"Kevin Frandsen",7528,435623
"Archie Bradley","- - -","Archie Bradley",-0.4827988560668651,"Archie Bradley",12918,605151
"Sherten Apostel","TEX","Sherten Apostel",-0.48559612614131087,"Sherten Apostel",21794,665947
"Steven Moya","DET","Steven Moya",-0.486096035229159,"Steven Moya",11854,570615
"Trey Sweeney","DET","Trey Sweeney",-0.487152601190434,"Trey Sweeney",29575,700242
"Jared Oliva","PIT","Jared Oliva",-0.48892866938893026,"Jared Oliva",19968,666931
"Paul Janish","- - -","Paul Janish",-0.48919883891251636,"Paul Janish",7412,457926
"Justin Nicolino","MIA","Justin Nicolino",-0.4903131828388143,"Justin Nicolino",11754,592593
"Cory Sullivan","- - -","Cory Sullivan",-0.49067323516885963,"Cory Sullivan",1940,430622
"Rymer Liriano","- - -","Rymer Liriano",-0.4908632609981554,"Rymer Liriano",4779,542642
"Adron Chambers","STL","Adron Chambers",-0.4930960542963736,"Adron Chambers",7995,518545
"Canaan Smith-Njigba","PIT","Canaan Smith-Njigba",-0.49315613149596044,"Canaan Smith-Njigba",23264,675986
"Matthew Brown","LAA","Matthew Brown",-0.49333968970571435,"Matthew Brown",6384,456762
"Brandon Dixon","- - -","Brandon Dixon",-0.49358010722705714,"Brandon Dixon",15214,641525
"Tyler Mahle","- - -","Tyler Mahle",-0.49487978304727775,"Tyler Mahle",16358,641816
"Dave Bush","- - -","Dave Bush",-0.49651562641166436,"Dave Bush",4635,433657
"Luis Maza","LAD","Luis Maza",-0.4973438502098516,"Luis Maza",2416,435402
"Mike Nickeas","- - -","Mike Nickeas",-0.5054225158698877,"Mike Nickeas",7419,435081
"Jameson Taillon","- - -","Jameson Taillon",-0.5055860385254685,"Jameson Taillon",11674,592791
"John Lannan","- - -","John Lannan",-0.5062858934825027,"John Lannan",7080,458709
"Drew Smyly","- - -","Drew Smyly",-0.5064316724276142,"Drew Smyly",11760,592767
"Brett Sullivan","- - -","Brett Sullivan",-0.5067780089199265,"Brett Sullivan",18217,664954
"Sal Romano","- - -","Sal Romano",-0.5068298538860571,"Sal Romano",13690,607219
"Brett Tomko","- - -","Brett Tomko",-0.5106845269639679,"Brett Tomko",1056,123387
"Rubby De La Rosa","- - -","Rubby De La Rosa",-0.5109028867656575,"Rubby De La Rosa",3862,523989
"Dane Sardinha","- - -","Dane Sardinha",-0.5112764869173586,"Dane Sardinha",353,400154
"Blake Tekotte","- - -","Blake Tekotte",-0.5121049285398291,"Blake Tekotte",8810,493574
"Ryan Adams","BAL","Ryan Adams",-0.5143829829336314,"Ryan Adams",6343,502031
"Rocky Gale","- - -","Rocky Gale",-0.5174062710833718,"Rocky Gale",10533,502570
"Moisés Sierra","- - -","Moisés Sierra",-0.5188028310642723,"Moises Sierra",6050,501213
"Justyn-Henry Malloy","DET","Justyn-Henry Malloy",-0.5221727540268908,"Justyn-Henry Malloy",29606,669234
"James Darnell","SDP","James Darnell",-0.5233082396550237,"James Darnell",9060,543083
"Adrian Nieto","CHW","Adrian Nieto",-0.5237351575975966,"Adrian Nieto",10294,543589
"Bligh Madris","- - -","Bligh Madris",-0.5263236468872599,"Bligh Madris",20054,676632
"Johnny Monell","- - -","Johnny Monell",-0.5274769598878882,"Johnny Monell",2783,476192
"Tucupita Marcano","- - -","Tucupita Marcano",-0.530413657178653,"Tucupita Marcano",22871,672779
"Matt Skole","CHW","Matt Skole",-0.5333228736178529,"Matt Skole",12119,605474
"Paul Hoover","- - -","Paul Hoover",-0.5351612613669483,"Paul Hoover",1212,150137
"Ryan Freel","- - -","Ryan Freel",-0.5403450581820043,"Ryan Freel",1207,150472
"Anthony DeSclafani","- - -","Anthony DeSclafani",-0.540618016035447,"Anthony DeSclafani",13050,543101
"Tim Elko","CHW","Tim Elko",-0.5407668921295068,"Tim Elko",31522,671284
"Nick Pivetta","- - -","Nick Pivetta",-0.5427187685948522,"Nick Pivetta",15454,601713
"Ross Gload","- - -","Ross Gload",-0.5435345877686959,"Ross Gload",1538,340393
"Oswald Peraza","- - -","Oswald Peraza",-0.5453661751662434,"Oswald Peraza",22823,672724
"Zach Walters","- - -","Zach Walters",-0.5456270618680563,"Zach Walters",10622,595025
"Tzu-Wei Lin","- - -","Tzu-Wei Lin",-0.5469571203193224,"Tzu-Wei Lin",14678,624407
"TJ Hopkins","CIN","TJ Hopkins",-0.5478629256871267,"TJ Hopkins",25482,686759
"Michael Barrett","- - -","Michael Barrett",-0.5483219011108404,"Michael Barrett",762,136664
"Preston Tucker","- - -","Preston Tucker",-0.5490261119042241,"Preston Tucker",13633,605512
"Eric Stamets","CLE","Eric Stamets",-0.5526294545128803,"Eric Stamets",13795,608715
"Freddie Bynum Jr.","BAL","Freddie Bynum Jr.",-0.5556935784351319,"Freddie Bynum Jr.",2099,425503
"CJ Alexander","- - -","CJ Alexander",-0.5562113254283816,"CJ Alexander",20557,680769
"Cole Gillespie","- - -","Cole Gillespie",-0.5571529517157625,"Cole Gillespie",5888,502261
"Wyatt Toregas","- - -","Wyatt Toregas",-0.5577072572657289,"Wyatt Toregas",7471,444430
"Gustavo Molina","- - -","Gustavo Molina",-0.5586638561605174,"Gustavo Molina",2861,435238
"Kevin Thompson","- - -","Kevin Thompson",-0.5587134553186565,"Kevin Thompson",7044,453911
"Russ Adams","TOR","Russ Adams",-0.5601835567557784,"Russ Adams",4519,425859
"Jeff Karstens","- - -","Jeff Karstens",-0.5627193383112903,"Jeff Karstens",5879,444371
"Matt Moore","- - -","Matt Moore",-0.5636947724150358,"Matt Moore",1890,519043
"Stephen Cardullo","COL","Stephen Cardullo",-0.5653446807200057,"Stephen Cardullo",11204,506924
"Bryan Anderson","- - -","Bryan Anderson",-0.5663318205596407,"Bryan Anderson",9871,457762
"Andrew Velazquez","- - -","Andrew Velazquez",-0.5664831373700647,"Andrew Velazquez",14196,623205
"Tim Federowicz","- - -","Tim Federowicz",-0.5666726536995915,"Tim Federowicz",8609,543148
"Bryan De La Cruz","- - -","Bryan De La Cruz",-0.5667774285394405,"Bryan De La Cruz",19600,650559
"Marco Luciano","SFG","Marco Luciano",-0.5668857497585921,"Marco Luciano",25616,682617
"Jermaine Dye","CHW","Jermaine Dye",-0.5673263612269812,"Jermaine Dye",911,113679
"David MacKinnon","- - -","David MacKinnon",-0.5705823486178498,"David MacKinnon",19625,676950
"Lucius Fox","WSN","Lucius Fox",-0.5716154827226111,"Lucius Fox",18899,665650
"Jacob May","CHW","Jacob May",-0.5716923120757016,"Jacob May",14876,594576
"Roy Oswalt","- - -","Roy Oswalt",-0.5721207705879228,"Roy Oswalt",571,400061
"Jaylin Davis","- - -","Jaylin Davis",-0.5724082297255764,"Jaylin Davis",19552,664041
"Kyle Lohse","- - -","Kyle Lohse",-0.5735211952745791,"Kyle Lohse",739,346798
"Brad Eldred","- - -","Brad Eldred",-0.5744533240221362,"Brad Eldred",4328,434660
"Will Craig","PIT","Will Craig",-0.5757520576922717,"Will Craig",19267,643269
"Brent Morel","- - -","Brent Morel",-0.5764746762123538,"Brent Morel",6402,543569
"Mark Payton","- - -","Mark Payton",-0.5773086155142646,"Mark Payton",16042,592622
"Aaron Nola","PHI","Aaron Nola",-0.5792215381077588,"Aaron Nola",16149,605400
"Russell Mitchell","LAD","Russell Mitchell",-0.5799521155595349,"Russell Mitchell",5848,452199
"Trevor Brown","SFG","Trevor Brown",-0.5803855601256305,"Trevor Brown",13895,623143
"Mike Bolsinger","- - -","Mike Bolsinger",-0.5827292286025826,"Mike Bolsinger",11137,502211
"Jason Martin","- - -","Jason Martin",-0.5834855113823639,"Jason Martin",16429,641829
"Carlos Tocci","TEX","Carlos Tocci",-0.5837548772748109,"Carlos Tocci",14558,624636
"John Smoltz","- - -","John Smoltz",-0.584339026790968,"John Smoltz",115,122477
"Maverick Handley","BAL","Maverick Handley",-0.5848432831734358,"Maverick Handley",26106,668974
"Thomas Neal","- - -","Thomas Neal",-0.5858033468534423,"Thomas Neal",9461,489166
"Logan Davidson","- - -","Logan Davidson",-0.5863041448487192,"Logan Davidson",25844,669722
"Niko Kavadas","LAA","Niko Kavadas",-0.5873386557314869,"Niko Kavadas",29782,694359
"Tug Hulett","- - -","Tug Hulett",-0.590544635989243,"Tug Hulett",7451,461834
"Michael Pérez","- - -","Michael Pérez",-0.5910781053110534,"Michael Perez",12977,605421
"Sandy Alcantara","- - -","Sandy Alcantara",-0.5953973169113471,"Sandy Alcantara",18684,645261
"Chad Moeller","- - -","Chad Moeller",-0.5964203347500164,"Chad Moeller",66,150224
"Darell Hernaiz","OAK","Darell Hernaiz",-0.5968670241092073,"Darell Hernaiz",26224,687231
"Rick Van Den Hurk","- - -","Rick Van Den Hurk",-0.5980580654049356,"Rick Van Den Hurk",5099,462995
"Kelly Stinnett","STL","Kelly Stinnett",-0.5987870346245948,"Kelly Stinnett",356,122803
"Mark Buehrle","- - -","Mark Buehrle",-0.5998086113247498,"Mark Buehrle",225,279824
"Eddie Butler","- - -","Eddie Butler",-0.6011954063895112,"Eddie Butler",13453,572750
"Carlos Triunfel","- - -","Carlos Triunfel",-0.6021907337057313,"Carlos Triunfel",193,508892
"Aramis Garcia","- - -","Aramis Garcia",-0.6060707425733023,"Aramis Garcia",16925,605244
"Gary Bennett","- - -","Gary Bennett",-0.6072755021384794,"Gary Bennett",420,110870
"Skye Bolt","- - -","Skye Bolt",-0.6155278927480766,"Skye Bolt",17723,621450
"Mike Pelfrey","- - -","Mike Pelfrey",-0.6159626458526946,"Mike Pelfrey",5203,460059
"Christian Encarnacion-Strand","CIN","Christian Encarnacion-Strand",-0.6182736804713035,"Christian Encarnacion-Strand",30011,687952
"Edward Olivares","- - -","Edward Olivares",-0.6190687076770965,"Edward Olivares",19698,658668
"Roberto Hernandez","- - -","Roberto Hernandez",-0.6192516979183793,"Roberto Hernandez",3273,433584
"Wandy Rodriguez","- - -","Wandy Rodriguez",-0.6213959917213128,"Wandy Rodriguez",2586,434643
"Johnny Estrada","- - -","Johnny Estrada",-0.6221017253162034,"Johnny Estrada",955,283051
"Nick Buss","- - -","Nick Buss",-0.6222356730134868,"Nick Buss",6835,502544
"Tyler Ladendorf","- - -","Tyler Ladendorf",-0.622717021814054,"Tyler Ladendorf",3211,502285
"Ryan Vilade","- - -","Ryan Vilade",-0.6229230186535092,"Ryan Vilade",22165,668723
"Gary Matthews Jr.","- - -","Gary Matthews Jr.",-0.6261315738931779,"Gary Matthews Jr.",153,150439
"Erick Fedde","- - -","Erick Fedde",-0.6264372364484028,"Erick Fedde",17425,607200
"Carson Blair","OAK","Carson Blair",-0.627878923035577,"Carson Blair",5429,542942
"Brad Hand","- - -","Brad Hand",-0.6295196923038521,"Brad Hand",9111,543272
"Matt Harvey","- - -","Matt Harvey",-0.6297473999954035,"Matt Harvey",11713,518774
"Luis Castillo","- - -","Luis Castillo",-0.6306452231738247,"Luis Castillo",15689,622491
"Ronny Simon","- - -","Ronny Simon",-0.6306616930812066,"Ronny Simon",25346,682927
"Grant McCray","SFG","Grant McCray",-0.6320400099952878,"Grant McCray",25690,687529
"Carlos Villanueva","- - -","Carlos Villanueva",-0.6330283566007142,"Carlos Villanueva",4138,453646
"Sebastián Rivero","- - -","Sebastián Rivero",-0.6344732951263802,"Sebastian Rivero",21735,665861
"Wily Peralta","- - -","Wily Peralta",-0.6347867894642252,"Wily Peralta",7738,503449
"Nick Maton","- - -","Nick Maton",-0.6393377620736123,"Nick Maton",21635,665155
"Jeff Larish","- - -","Jeff Larish",-0.6414722166286628,"Jeff Larish",5128,460252
"Sócrates Brito","- - -","Sócrates Brito",-0.6417732210943412,"Socrates Brito",12944,593647
"Jason Lane","- - -","Jason Lane",-0.6457627631341377,"Jason Lane",1397,407835
"Billy McKinney","- - -","Billy McKinney",-0.6473632112727196,"Billy McKinney",15654,641856
"Alika Williams","PIT","Alika Williams",-0.6492590570572069,"Alika Williams",27604,675961
"Jordan Lawlar","ARI","Jordan Lawlar",-0.6493043120691825,"Jordan Lawlar",29976,691783
"Rene Tosoni","MIN","Rene Tosoni",-0.6512369502882553,"Rene Tosoni",7099,459434
"Sam Travis","BOS","Sam Travis",-0.662357837867307,"Sam Travis",16263,607752
"Ivan Ochoa","SFG","Ivan Ochoa",-0.6657354794248042,"Ivan Ochoa",2199,430649
"L.J. Hoes","- - -","L.J. Hoes",-0.6671909248073922,"L.J. Hoes",6656,543321
"Andy Wilkins","- - -","Andy Wilkins",-0.6708457291118474,"Andy Wilkins",11251,519421
"Brian Bocock","- - -","Brian Bocock",-0.6712355450742324,"Brian Bocock",3534,501814
"Roger Kieschnick","- - -","Roger Kieschnick",-0.6720659922664312,"Roger Kieschnick",5225,523261
"Dixon Machado","- - -","Dixon Machado",-0.6725559831472979,"Dixon Machado",11472,553988
"Bronson Arroyo","- - -","Bronson Arroyo",-0.6726341610173847,"Bronson Arroyo",978,276520
"Johnathan Rodríguez","CLE","Johnathan Rodríguez",-0.6747063692296195,"Johnathan Rodriguez",22530,671286
"Joshua Fuentes","COL","Joshua Fuentes",-0.6772209100684081,"Joshua Fuentes",16885,658069
"Zack Godley","- - -","Zack Godley",-0.6776713342268494,"Zack Godley",14862,643327
"Cal Mitchell","PIT","Cal Mitchell",-0.6780992158459471,"Cal Mitchell",22169,668751
"Danny Richar","- - -","Danny Richar",-0.67829970444796,"Danny Richar",3767,462950
"Justin Williams","- - -","Justin Williams",-0.6800507968153149,"Justin Williams",15490,642211
"Travis Blankenhorn","- - -","Travis Blankenhorn",-0.6819865354761823,"Travis Blankenhorn",18395,663905
"Dioner Navarro","- - -","Dioner Navarro",-0.6822057606188636,"Dioner Navarro",3179,425900
"Hiroki Kuroda","- - -","Hiroki Kuroda",-0.6823547024480621,"Hiroki Kuroda",3283,493133
"John Nogowski","- - -","John Nogowski",-0.6847045308084746,"John Nogowski",16852,596056
"Merrill Kelly","- - -","Merrill Kelly",-0.6864788726791411,"Merrill Kelly",11156,518876
"Brandon Jones","ATL","Brandon Jones",-0.6887173194136605,"Brandon Jones",6987,447761
"Mac Williamson","- - -","Mac Williamson",-0.6901098744733541,"Mac Williamson",14158,607776
"Brandon Webb","ARI","Brandon Webb",-0.6914314386092699,"Brandon Webb",1692,425630
"Chris Shaw","SFG","Chris Shaw",-0.6919354520979979,"Chris Shaw",17738,622046
"Trenton Brooks","- - -","Trenton Brooks",-0.6939695861123637,"Trenton Brooks",19384,670092
"José Rondon","- - -","José Rondon",-0.696089859375489,"Jose Rondon",14140,602922
"Erick Almonte","MIL","Erick Almonte",-0.6975315674703919,"Erick Almonte",808,400095
"Roy Halladay","- - -","Roy Halladay",-0.6995280427370498,"Roy Halladay",1303,136880
"Jefry Marte","- - -","Jefry Marte",-0.7021585910845405,"Jefry Marte",5107,527043
"Kyle Freeland","COL","Kyle Freeland",-0.702212670247605,"Kyle Freeland",16256,607536
"Ryder Jones","SFG","Ryder Jones",-0.7051130592919744,"Ryder Jones",15982,624507
"Dwight Smith Jr.","- - -","Dwight Smith Jr.",-0.7056602512729109,"Dwight Smith Jr.",13473,596105
"Rey Fuentes","- - -","Rey Fuentes",-0.7070809037450748,"Rey Fuentes",10329,571681
"Jason Smith","- - -","Jason Smith",-0.7078388269261982,"Jason Smith",1227,400136
"Drew Ellis","- - -","Drew Ellis",-0.7093612819088466,"Drew Ellis",19873,656403
"J.A. Happ","- - -","J.A. Happ",-0.7156066877129761,"J.A. Happ",7410,457918
"Shay Whitcomb","HOU","Shay Whitcomb",-0.7184581212240474,"Shay Whitcomb",27789,694376
"Hector Luna","- - -","Hector Luna",-0.7188126482438915,"Hector Luna",1874,425659
"Justin Christian","- - -","Justin Christian",-0.721107963702535,"Justin Christian",8297,451629
"Mike Fiers","- - -","Mike Fiers",-0.7219750443267396,"Mike Fiers",7754,571666
"Heston Kjerstad","BAL","Heston Kjerstad",-0.722305039242787,"Heston Kjerstad",31166,677008
"Jason Bergmann","WSN","Jason Bergmann",-0.7225282774600611,"Jason Bergmann",4640,456589
"Nathan Eovaldi","- - -","Nathan Eovaldi",-0.7234126955262266,"Nathan Eovaldi",9132,543135
"Mike Rouse","CLE","Mike Rouse",-0.7246430811277058,"Mike Rouse",1893,425452
"Jeff Locke","- - -","Jeff Locke",-0.7260672034044293,"Jeff Locke",2929,502046
"Steve Lombardozzi Jr.","- - -","Steve Lombardozzi Jr.",-0.731175959345891,"Steve Lombardozzi Jr.",5422,543459
"Alen Hanson","- - -","Alen Hanson",-0.7321182271318586,"Alen Hanson",12926,593700
"Ryan Rohlinger","SFG","Ryan Rohlinger",-0.7331696491199555,"Ryan Rohlinger",2621,489262
"Kevin Millar","- - -","Kevin Millar",-0.7336649627662792,"Kevin Millar",529,132788
"Joe Blanton","- - -","Joe Blanton",-0.7342276088883883,"Joe Blanton",4849,430599
"Chris Capuano","- - -","Chris Capuano",-0.739807076059916,"Chris Capuano",1701,425626
"José Ureña","- - -","José Ureña",-0.7405705027257292,"Jose Urena",11589,570632
"Ji Hwan Bae","PIT","Ji Hwan Bae",-0.7441946570157009,"Ji Hwan Bae",23818,678225
"Curtis Terry","TEX","Curtis Terry",-0.7449195081833075,"Curtis Terry",18881,663799
"Cedric Hunter","- - -","Cedric Hunter",-0.7452230945639191,"Cedric Hunter",2833,501986
"Brandon McCarthy","- - -","Brandon McCarthy",-0.7452332473275727,"Brandon McCarthy",4662,435221
"Seth Beer","ARI","Seth Beer",-0.7454603880128292,"Seth Beer",20493,666179
"David Hensley","- - -","David Hensley",-0.7482014185681366,"David Hensley",25111,682073
"Dawel Lugo","DET","Dawel Lugo",-0.7492265238531504,"Dawel Lugo",14713,608475
"Eric Patterson","- - -","Eric Patterson",-0.7499454526561593,"Eric Patterson",9072,452221
"Yanquiel Fernández","COL","Yanquiel Fernández",-0.7505520815578248,"Yanquiel Fernandez",28552,692585
"Andrew Miller","- - -","Andrew Miller",-0.7537004201390161,"Andrew Miller",6785,453192
"Jose Rojas","LAA","Jose Rojas",-0.7560963939102516,"Jose Rojas",19331,670351
"Kevin Smith","- - -","Kevin Smith",-0.7568025792377299,"Kevin Smith",20242,675656
"Rosell Herrera","- - -","Rosell Herrera",-0.7571797031742119,"Rosell Herrera",11611,594011
"Orlando Calixte","- - -","Orlando Calixte",-0.7577977665543901,"Orlando Calixte",11905,593525
"Joshua Palacios","- - -","Joshua Palacios",-0.7590498027526491,"Joshua Palacios",19818,641943
"Matt Dominguez","- - -","Matt Dominguez",-0.7619215454456958,"Matt Dominguez",4903,518625
"Jose Guillen","- - -","Jose Guillen",-0.7649232508008175,"Jose Guillen",57,115229
"Luis Martinez","- - -","Luis Martinez",-0.7684731679090011,"Luis Martinez",2481,446208
"Juan Encarnacion","STL","Juan Encarnacion",-0.7708642817546476,"Juan Encarnacion",320,113845
"Nick Noonan","- - -","Nick Noonan",-0.7726284577613584,"Nick Noonan",6880,519082
"Kevin Correia","- - -","Kevin Correia",-0.7728082782176835,"Kevin Correia",1767,429781
"Sean Newcomb","- - -","Sean Newcomb",-0.7740627585308513,"Sean Newcomb",16943,656794
"J.R. Towles","HOU","J.R. Towles",-0.7746529986053159,"J.R. Towles",7348,453525
"Michael McKenry","- - -","Michael McKenry",-0.7748118585787849,"Michael McKenry",9628,502374
"Héctor Gómez","- - -","Héctor Gómez",-0.7761406792071247,"Hector Gomez",2264,467143
"Kevin Padlo","- - -","Kevin Padlo",-0.7765273992359093,"Kevin Padlo",16593,656821
"Wei-Yin Chen","- - -","Wei-Yin Chen",-0.7791388372573498,"Wei-Yin Chen",13071,612672
"Cameron Perkins","PHI","Cameron Perkins",-0.7803941372505397,"Cameron Perkins",13444,573088
"Jeff Bianchi","- - -","Jeff Bianchi",-0.7823727690922103,"Jeff Bianchi",9958,488703
"Evan White","SEA","Evan White",-0.7849400808150315,"Evan White",20078,657108
"Ryan Jackson","- - -","Ryan Jackson",-0.7907746627754236,"Ryan Jackson",6596,474249
"Luke Williams","- - -","Luke Williams",-0.7942048633248047,"Luke Williams",19931,663897
"Yadiel Rivera","- - -","Yadiel Rivera",-0.7947856192429257,"Yadiel Rivera",11863,592680
"Trey Lipscomb","WSN","Trey Lipscomb",-0.7963600081848438,"Trey Lipscomb",31567,702358
"Carlos Pérez","- - -","Carlos Pérez",-0.7987730868584499,"Carlos Perez",10642,542208
"Luis Rivas","- - -","Luis Rivas",-0.7995192455017698,"Luis Rivas",753,276372
"Domingo Leyba","- - -","Domingo Leyba",-0.801484640850771,"Domingo Leyba",16404,642736
"Brian Moehler","HOU","Brian Moehler",-0.8033719167131321,"Brian Moehler",480,119215
"Kean Wong","- - -","Kean Wong",-0.8057514346829722,"Kean Wong",15994,642221
"Charlie Tilson","CHW","Charlie Tilson",-0.8093533138111526,"Charlie Tilson",12983,605508
"Eddy Alvarez","- - -","Eddy Alvarez",-0.8096952408117093,"Eddy Alvarez",16959,657193
"Rondell White","MIN","Rondell White",-0.8114446772545264,"Rondell White",856,124185
"Brett Wallace","- - -","Brett Wallace",-0.8139687444422052,"Brett Wallace",8434,477165
"Nick Pratto","KCR","Nick Pratto",-0.8149396240325837,"Nick Pratto",22117,668472
"German Duran","TEX","German Duran",-0.8152072574963334,"German Duran",3919,458061
"Neftali Soto","CIN","Neftali Soto",-0.8157820337960413,"Neftali Soto",5663,519304
"Meibrys Viloria","- - -","Meibrys Viloria",-0.821254992194316,"Meibrys Viloria",17109,650619
"Robel García","- - -","Robel García",-0.8221149084262359,"Robel Garcia",13167,596825
"Pedro Severino","- - -","Pedro Severino",-0.8247353516390776,"Pedro Severino",14523,600474
"John Hicks","- - -","John Hicks",-0.8252911167976511,"John Hicks",12547,543308
"Rich Hill","- - -","Rich Hill",-0.8272229524068315,"Rich Hill",4806,448179
"Rio Ruiz","- - -","Rio Ruiz",-0.8273471506196478,"Rio Ruiz",14103,547004
"Chad Tracy","- - -","Chad Tracy",-0.8274975676273116,"Chad Tracy",1888,429710
"Iván De Jesús Jr.","- - -","Iván De Jesús Jr.",-0.8279954766325784,"Ivan De Jesus Jr.",9886,474443
"Matt Tuiasosopo","- - -","Matt Tuiasosopo",-0.8309254606656916,"Matt Tuiasosopo",8272,449168
"Will Robertson","- - -","Will Robertson",-0.8320358423774292,"Will Robertson",25467,683770
"Marco Hernández","BOS","Marco Hernández",-0.8323613406412368,"Marco Hernandez",13154,593523
"Craig Biggio","HOU","Craig Biggio",-0.8348788017801794,"Craig Biggio",549,110987
"James Jones","SEA","James Jones",-0.8358178534753438,"James Jones",9767,571825
"Fernando Martinez","- - -","Fernando Martinez",-0.8393220387762195,"Fernando Martinez",9210,494686
"José Osuna","PIT","José Osuna",-0.842643195486589,"Jose Osuna",12937,591741
"Ross Ohlendorf","- - -","Ross Ohlendorf",-0.8439361535868393,"Ross Ohlendorf",8268,456027
"Josh Wilson","- - -","Josh Wilson",-0.844036237486133,"Josh Wilson",2102,425543
"José Marmolejos","SEA","José Marmolejos",-0.8472876067156702,"Jose Marmolejos",15767,592530
"Braden Bishop","SEA","Braden Bishop",-0.8558828056587342,"Braden Bishop",17806,623323
"Cristhian Adames","- - -","Cristhian Adames",-0.8566389253481115,"Cristhian Adames",6013,542436
"Tyler Locklear","- - -","Tyler Locklear",-0.857764588133777,"Tyler Locklear",31396,682988
"Austin Dean","- - -","Austin Dean",-0.8580557522091512,"Austin Dean",18288,621573
"Jermaine Palacios","MIN","Jermaine Palacios",-0.8587097294018149,"Jermaine Palacios",18371,650339
"Braden Shewmake","- - -","Braden Shewmake",-0.8604717151999131,"Braden Shewmake",25817,669699
